Position ,Total years of experience,Seniority level,Yearly brutto salary (without bonus and stocks) in thoundsands EUR,Employment status,Contract duration,Company size,Company type,"Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR",Programming languages,Frameworks / Libs,Databases,Design,Clouds,Platform,DevOps tools
Data Analyst,3,Middle,53.0,Full-time employee,Unlimited contract,101-1000,Product,1500,,,,,,,
Software Engineer,6,Middle,65.0,Full-time employee,Unlimited contract,1000+,Product,40,Scala; ,,,,,,
Data Scientist,6,Lead,78.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,Python; ,,,,,,
QA,4,Middle,55.5,Full-time employee,,51-100,Startup,400,Kotlin; ,,,,,,
Software Engineer,20,Senior,100.0,Full-time employee,Unlimited contract,1000+,Product,,JavaScript; ,,,,,,
Data Scientist,1,Junior,38.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,0,Python; ,,,,,,
Data analyst ,1,Junior,36.0,Full-time employee,Unlimited contract,1000+,Startup,500,,,,,,,
Software Engineer,3,Junior,65.0,Full-time employee,Unlimited contract,1000+,Finance,,,.NET; ,,,,,
Software Engineer,10,Principal,100.0,Full-time employee,Unlimited contract,1000+,Product,800,Java; ,,,,,,
Designer (UI/UX),20,Senior,36.0,Self-employed (freelancer),Temporary contract,,,,PHP; ,,,,,,
Software Engineer,9,Senior,60.0,Full-time employee,Temporary contract,1000+,Research,,,.NET; ,,,,,
Software Engineer,9,Senior,60.0,Full-time employee,Temporary contract,1000+,Research,,,.NET; ,,,,,
Software Engineer,6,Middle,100.0,Full-time employee,Unlimited contract,011-050,Product,,C++; ,,,,,,
Frontend Developer,5,Middle,66.0,Full-time employee,Unlimited contract,1000+,Product,500,,,,,,,
Backend Developer,15,Middle,73.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,Elixir; ,,,,,,
Software Engineer,4,Middle,64.0,Full-time employee,Unlimited contract,1000+,Product,,C#; ,,,,,,
Analytics engineer,4,Middle,55.0,Full-time employee,Unlimited contract,1000+,Product,100,Python; ,,,,,,
Software Engineer,5,Middle,74.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
QA,11,Senior,60.0,Full-time employee,Unlimited contract,1000+,Product,,,,,,,,
DevOps,8,Senior,67.5,Full-time employee,Unlimited contract,101-1000,Product,,,,,,,,
Software Engineer,13,Head,90.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
DevOps,17,Head,124.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
QA,16,Middle,65.0,Full-time employee,Unlimited contract,011-050,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,7,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Software Engineer,8,Senior,57.0,Full-time employee,Unlimited contract,51-100,Product,0,PHP; ,,,,,,
Software Engineer,8,Senior,57.0,Full-time employee,Unlimited contract,51-100,Product,0,PHP; ,,,,,,
Backend Developer,16,Lead,120.0,Full-time employee,Unlimited contract,101-1000,Startup,,Scala; ,,,,,,
Frontend Developer,2,Junior,24.0,Full-time employee,Unlimited contract,011-050,Product,0,JavaScript; ,,,,,,
Backend Developer,7,Senior,60.0,Full-time employee,Unlimited contract,0-10,Product,,No info,No info; ,No info,No info,No info,No info,No info
Backend Developer,4,Middle,58.0,Full-time employee,Unlimited contract,101-1000,Product,500,Python; ,,,,,,
Software Engineer,12,Middle,75.0,Full-time employee,Unlimited contract,1000+,Product,,Kotlin; ,,,,,,
Software Engineer,10,Middle,71.0,Full-time employee,Unlimited contract,101-1000,Product,,,,,,,iOS; ,
DevOps,15,Junior,52.5,Full-time employee,Unlimited contract,011-050,Product,,Bash; ,,,,,,
Team lead,,Lead,85.0,Full-time employee,Unlimited contract,51-100,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,5,Middle,50.0,Full-time employee,Unlimited contract,101-1000,Product,0,Java; ,,,,,,
Backend Developer,19,Senior,66.0,Full-time employee,Unlimited contract,101-1000,Product,,PHP; ,,,,,,
Backend Developer,14,Senior,95.0,Full-time employee,Unlimited contract,1000+,Product,300,Kotlin; ,,,,,,
Backend Developer,0,Junior,50.0,Full-time employee,Unlimited contract,0-10,Startup,0,Python; ,,,,,,
Frontend Developer,5,Lead,70.0,Full-time employee,Unlimited contract,011-050,Startup,,,,,,,,
Data Scientist,5,Senior,87.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Software Engineer,4,Senior,68.0,Full-time employee,Unlimited contract,101-1000,Startup,0,Python; ,,,,,,
Consultant,2,Junior,54.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,150,,,,,,,
Software Engineer,13,Lead,83.0,Full-time employee,Unlimited contract,1000+,Product,,JavaScript; ,,,,,,
ML Engineer,6,Senior,110.0,Full-time employee,Unlimited contract,101-1000,Startup,80,Python; ,,,,,,
Software Engineer,6,Senior,93.0,Full-time employee,Unlimited contract,011-050,Startup,,TypeScript; ,,,,,,
Data Scientist,4,Middle,73.7,Full-time employee,Unlimited contract,1000+,Product,200,Python; ,,,,,,
Data Scientist,10,Senior,85.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,300,Python; ,,,,,,
Data Scientist,10,Senior,87.55,Full-time employee,Unlimited contract,101-1000,Product,600,Python; ,,,,,,
Software Engineer,16,Senior,80.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Backend Developer,9,Senior,65.0,Full-time employee,Unlimited contract,51-100,Startup,0,JavaScript; ,NodeJS; ,,,,,
Backend Developer,15,Middle,40.7,Full-time employee,Unlimited contract,011-050,Consulting / Agency,,PHP; ,,MySQL; ,,,,
Product Manager,3,Senior,48.0,Full-time employee,Unlimited contract,1000+,Product,0,No info,No info; ,No info,No info,No info,No info,No info
ML Engineer,2,Middle,60.0,Full-time employee,Unlimited contract,011-050,Product,,Python; ,,,,,,
Frontend Developer,13,Middle,47.745,"full-time, but 32 hours per week (it was my request, I'm a student)",Unlimited contract,1000+,Product,0,TypeScript; ,Angular; ,,,,,
Data Scientist,2.5,Junior,60.0,Full-time employee,Unlimited contract,0-10,corporate incubator,0,Python; ,,,,,,
Software Engineer,1,Junior,43.5,Full-time employee,Unlimited contract,51-100,Startup,,C#; ,,,,,,
Software Engineer,7,Senior,60.0,Full-time employee,Unlimited contract,51-100,Product,0,Java; ,,,,,,
CTO,27,Head,90.0,Founder,Unlimited contract,011-050,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Designer (UI/UX),5,Senior,60.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,No info,No info; ,No info,No info,No info,No info,No info
Data architect,19,Senior,90.0,Full-time employee,Unlimited contract,1000+,Multinational ,100,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,15,Senior,120.0,Full-time employee,Unlimited contract,1000+,Product,700,C; ,,,,,,
Software Engineer,14,Senior,98.0,Full-time employee,Unlimited contract,1000+,Product,400,C++; ,,,,,,
ML Engineer,2,Middle,51.0,Full-time employee,Temporary contract,0-10,Startup,,Python; ,,,,,,
Software Engineer,4,Senior,69.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Data Scientist,6,Middle,57.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Data Scientist,1.5,Middle,49.85,Full-time employee,Unlimited contract,011-050,Startup,150,Python; ,,,,,,
Backend Developer,2,Middle,50.0,Full-time employee,Unlimited contract,101-1000,Product,12000,PHP; ,,,,,,
Software Engineer,12,Middle,65.0,Full-time employee,Unlimited contract,1000+,Product,200,PHP; ,,,,,,
IT Manager,5,Middle,73.0,Full-time employee,Unlimited contract,1000+,No info,150,No info,No info; ,No info,No info,No info,No info,No info
ML Engineer,4,Middle,37.5,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,Python; ,,,,AWS; ,,
Backend Developer,3,Middle,65.0,Full-time employee,Unlimited contract,1000+,Product,0,Python; ,,,,,,
Backend Developer,4,Middle,42.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,750,Java; ,,,,,,
Software Engineer,15,Lead,85.0,Full-time employee,Unlimited contract,1000+,Product,1100,Golang; ,,,,,,
Designer (UI/UX),5,Senior,70.0,Self-employed (freelancer),Unlimited contract,0-10,Startup,,Java; ,,,,,,
Software Engineer,2,Junior,45.0,Full-time employee,Unlimited contract,1000+,Bank,,Java; ,,,,,,
Head of IT,3,Head,100.0,Full-time employee,Unlimited contract,51-100,Product,0,Python; ,,,,,,
Backend Developer,13,Senior,68.0,Full-time employee,Unlimited contract,1000+,Product,,PHP; ,,,,,,
No info,5,Middle,50.4,Full-time employee,Unlimited contract,011-050,Product,0,Java; ,,,,,,
Analytics engineer,4,Junior,55.0,Full-time employee,Unlimited contract,1000+,Product,0,,,,,,,
Data Scientist,5,Middle,55.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Data Engineer,15,Lead,90.0,Full-time employee,,101-1000,Product,0,,,,,,,
Data Scientist,5,Senior,75.0,Full-time employee,,101-1000,Product,,Python; ,,,,,,
Backend Developer,10,Senior,80.0,Full-time employee,Unlimited contract,011-050,Startup,,JavaScript; ,NodeJS; ,,,,,
Software Engineer,5,Senior,61.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,1500,C; ,,,,,,
Data Engineer,4,Middle,50.0,Full-time employee,Unlimited contract,101-1000,Product,200,Python; ,,,,,,
Business Analyst,5,Middle,69.0,Full-time employee,Unlimited contract,0-10,Product,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,10,Lead,75.0,Full-time employee,Unlimited contract,101-1000,Product,,Swift; ,,,,,,
QA,12,Senior,95.0,Full-time employee,Unlimited contract,1000+,Product,800,No info,No info; ,No info,No info,No info,No info,No info
Frontend Developer,7,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,JavaScript; ,,,,,,
Software Engineer,10,Senior,74.0,Full-time employee,Unlimited contract,1000+,Product,,C++; ,,,,,,
Data Scientist,5,Middle,65.0,Full-time employee,Unlimited contract,101-1000,Product,1500,Python; ,,,,,,
Data Scientist,5,Middle,65.0,Full-time employee,Unlimited contract,101-1000,Product,1500,Python; ,,,,,,
DevOps,10,Lead,85.0,Full-time employee,Unlimited contract,1000+,Product,0,No info,No info; ,No info,No info,No info,No info,No info
Product Manager,8,Lead,110.0,,,1000+,Product,,No info,No info; ,No info,No info,No info,No info,No info
DevOps,3,Junior,77.0,Full-time employee,Unlimited contract,1000+,FAANG,,Golang; ,,,,,,
Software Engineer,10,Senior,60.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,,Java; ,,,,,,
DevOps,6,Middle,60.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,JavaScript; ,NodeJS; ,,,,,
Software Engineer,2,Junior,68.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Fullstack Developer,1,Junior,45.5,Full-time employee,Unlimited contract,51-100,Startup,,JavaScript; ,,,,,,
DevOps,12,Middle,72.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Data Scientist,4,Senior,67.0,Full-time employee,Unlimited contract,51-100,Product,,Python; ,,,,,,
DevOps,17,Senior,85.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,,,,,,Linux; ,
Backend Developer,10,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,500,Java; ,,,,,,
Backend Developer,13,Senior,70.0,Full-time employee,Unlimited contract,51-100,Product,,Java; ,,,,,,
DevOps,7,Senior,82.0,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,500,,,,,,,Kubernetes; 
Software Engineer,15,Senior,85.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Software Engineer,11,Senior,70.0,Full-time employee,Unlimited contract,51-100,Startup,,C; ,,,,,,
Product Manager,4,Middle,60.0,Full-time employee,Unlimited contract,101-1000,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Frontend Developer,4,Middle,45.0,Full-time employee,Unlimited contract,101-1000,Product,0,JavaScript; ,,,,,,
ML Engineer,0.8,Junior,11.5,Working Student,Temporary contract,011-050,Consulting / Agency,,Python; ,,,,,,
CTO,14,Lead,84.0,Full-time employee,Unlimited contract,011-050,Product,,C#; ,,,,,,
Data Scientist,2,Senior,80.0,Full-time employee,Unlimited contract,1000+,No info,0,Python; ,,,,,,
QA,7,Middle,46.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Mobile Developer,8,Senior,75.0,Full-time employee,Unlimited contract,1000+,Product,,Swift; ,,,,,,
Mobile Developer,8,Middle,40.0,Self-employed (freelancer),Temporary contract,101-1000,Product,,C++; ,,,,,,
Software Engineer,15,Head,100.0,Founder,Unlimited contract,011-050,Consulting / Agency,,,,,,,,
Product Manager,18,Lead,115.0,Full-time employee,Unlimited contract,1000+,Product,800,,.NET; ,,,,,
Software Engineer,15,Senior,99.0,Full-time employee,Unlimited contract,1000+,Product,,Kotlin; ,,,,,,
Backend Developer,8,Lead,90.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,NodeJS; ,,,,,
QA,15,Lead,72.0,Full-time employee,Unlimited contract,011-050,Product,,Java; ,,,,,,
ML Engineer,5,Middle,54.0,Full-time employee,Unlimited contract,0-10,Startup,0,Python; ,No info; ,,,,,
Designer (UI/UX),10,Senior,45.0,Full-time employee,Unlimited contract,0-10,Product,0,,React; ,,Sketch; ,,,
Software Engineer,10,Senior,65.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Backend Developer,20,Lead,80.0,Full-time employee,Unlimited contract,1000+,Startup,,Java; ,,,,,,
No info,3,Middle,45.0,Full-time employee,Unlimited contract,0-10,Startup,0,C++; ,,,,,,
ML Engineer,2.5,Middle,60.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Software Engineer,15,Lead,75.0,Full-time employee,Unlimited contract,51-100,Startup,,Java; ,,,,,,
Data Scientist,6,Senior,92.0,Full-time employee,Unlimited contract,0-10,Startup,0,Python; ,,,,,,
DevOps,15,Lead,90.0,Full-time employee,Unlimited contract,101-1000,Startup,1200,No info,No info; ,No info,No info,No info,No info,No info
Backend Developer,3,Middle,17.5,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,Java; ,,,,,,
Software Engineer,2,Middle,63.0,Full-time employee,Unlimited contract,101-1000,Product,100,JavaScript; ,,,,,,
Software Engineer,4,Middle,65.0,Full-time employee,Unlimited contract,101-1000,Product,,Scala; ,Apache Spark; ,,,,,
Data Scientist,7,Head,75.0,Full-time employee,Unlimited contract,011-050,Startup,0,Python; ,,,,,,
Software Engineer,30,Lead,110.0,Full-time employee,Unlimited contract,51-100,Product,,C++; ,,,,,,
Data Scientist,4.5,Middle,60.0,Full-time employee,Unlimited contract,51-100,Startup,,Python; ,,,,,,
Software Engineer,5,Senior,70.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,5,Senior,70.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
QA,6,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,1000,Python; ,,,,,,
Software Engineer,6,Senior,70.0,Full-time employee,Unlimited contract,1000+,Product,600,Python; ,,,,,,
Mobile Developer,3.5,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,140,Objective-C; ,,,,,,
Data Engineer,0,Junior,40.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,Python; ,,,,,,
Frontend Developer,7,Middle,62.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,React; ,,,,,
Data Engineer,14,Middle,57.0,Full-time employee,Unlimited contract,101-1000,Product,,,,DWH; ,ETL; ,,,
Backend Developer,9,Senior,90.0,Full-time employee,Unlimited contract,101-1000,Product,650,Scala; ,,,,,,
Product Manager,5,Senior,60.0,Full-time employee,Unlimited contract,101-1000,Startup,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,11,Senior,72.5,Full-time employee,Unlimited contract,1000+,Product,600,Scala; ,,,,,,
Backend Developer,9,Senior,75.0,Full-time employee,Unlimited contract,1000+,Startup,,Scala; ,,,,,,
Backend Developer,9,Senior,85.0,Full-time employee,Unlimited contract,1000+,Product,600,Scala; ,,,,,,
Mobile Developer,16,Lead,62.5,Full-time employee,Unlimited contract,51-100,Product,0,Java; ,,,,,,
Software Engineer,7,Senior,65.9,Full-time employee,Unlimited contract,1000+,Product,700,C++; ,,,,,,
Engineering Manager,15,Lead,85.0,Full-time employee,Unlimited contract,1000+,Product,600,Java; ,,,,,,
Software Engineer,13,Middle,95.0,Full-time employee,Unlimited contract,1000+,Product,800,Java; ,,,,,,
ML Engineer,5,Middle,77.5,Full-time employee,Unlimited contract,1000+,Product,700,Python; ,,,,,,
Backend Developer,12,Senior,75.0,Full-time employee,Unlimited contract,1000+,Product,1100,Kotlin; ,,,,,,
Software Engineer,25,Middle,75.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,1500,Python; ,,,,,,
Data Engineer,4,Middle,30.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,0,,,,,GCP; ,,
Frontend Developer,5,Senior,64.0,Full-time employee,Unlimited contract,1000+,Product,,,,,,,,
Project Manager,6,Middle,51.0,Full-time employee,Unlimited contract,101-1000,Startup,,,,,,,,
Data Scientist,6,Lead,110.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Software Engineer,11,Senior,107.0,Full-time employee,Unlimited contract,1000+,Product,2000,Scala; ,,,,,,
Backend Developer,12,Senior,100.0,Full-time employee,Unlimited contract,1000+,Startup,500,Python; ,,,,,,
Software Engineer,15,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Product,800,PHP; ,,,,,,
QA,15,Senior,70.0,Full-time employee,Unlimited contract,101-1000,Product,,Python; ,,,,,,
Software Engineer,15,Senior,68.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,400,PL/SQL; ,,,,,,
Consultant,1.5,Junior,46.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,0,,,,,,,
Frontend Developer,10,Senior,100.0,Full-time employee,Unlimited contract,101-1000,Startup,0,JavaScript; ,,,,,,
Team Lead,12,Lead,70.2,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,500,PHP; ,,,,,,
Backend Developer,7,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,,Golang; ,,,,,,
Mobile Developer,14,Senior,75.0,Full-time employee,Unlimited contract,011-050,Consulting / Agency,0,Swift; ,,,,,,
Software Engineer,9,Senior,85.0,Full-time employee,Unlimited contract,011-050,Startup,,,,,,,,
Software Engineer,10,Middle,66.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,,C#; ,,,,,,
DevOps,17,Senior,90.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,0,,,,,AWS; ,,
Consultant,3,Middle,58.0,Full-time employee,Unlimited contract,101-1000,Startup,400,Java; ,,,,,,
Software Engineer,11,Senior,90.0,Full-time employee,Unlimited contract,1000+,Product,40,Java; ,,,,,,
QA,5,Senior,35.0,Full-time employee,Temporary contract,101-1000,Product,,Java; ,,,,,,
Software Engineer,10,Senior,47.5,Full-time employee,Unlimited contract,011-050,Outsourse,0,Java; ,,,,,,
Backend Developer,10,Lead,65.0,Full-time employee,Unlimited contract,011-050,Startup,0,,,,,,,
Backend Developer,5,Middle,72.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Software Engineer,9,Senior,73.0,Full-time employee,Unlimited contract,1000+,Product,,C++; ,,,,,,
Backend Developer,4,Middle,50.0,Full-time employee,Unlimited contract,011-050,Product,,Ruby; ,Ruby on rails; ,,,,,
Team Lead,8,Lead,72.0,Full-time employee,Unlimited contract,101-1000,,,,.NET; ,,,,,
Software Engineer,1,No info,16.32,Part-time employee,Unlimited contract,011-050,Startup,,Python; ,,,,,,
Mobile Developer,10,Middle,68.0,Full-time employee,Unlimited contract,1000+,Product,650,,,,,,Android; ,
Data Scientist,6,Middle,70.0,Full-time employee,Unlimited contract,1000+,Product,300,,,,,,,
Frontend Developer,3,Lead,57.6,Full-time employee,Unlimited contract,101-1000,Product,0,JavaScript; ,,,,,,
Software Engineer,8,Senior,68.0,Full-time employee,Unlimited contract,51-100,Product,,PHP; ,,,,,,
Backend Developer,5,Senior,75.0,Full-time employee,Unlimited contract,101-1000,Product,0,Golang; ,,,,,,
Software Engineer,14,Lead,95.0,Full-time employee,Unlimited contract,1000+,Product,,Java; ,,,,,,
Backend Developer,10,Lead,82.0,Full-time employee,Unlimited contract,101-1000,Startup,,Java; ,,,,,,
Backend Developer,14,Lead,90.0,Full-time employee,Unlimited contract,1000+,Product,,C#; ,,,,,,
Software Engineer,8,Senior,52.0,Full-time employee,Unlimited contract,011-050,Product,0,C++; ,,,,,,
Mobile Developer,5,Middle,65.0,Full-time employee,Unlimited contract,51-100,Startup,,Kotlin; ,,,,,,
Software Engineer,12,Lead,100.0,Full-time employee,Unlimited contract,51-100,Product,1670,Python; ,,,,,,
Software Architect,20,Head,95.0,Full-time employee,Unlimited contract,101-1000,Product,,Java; ,,,,,,
Software Engineer,3.5,Junior,55.0,Full-time employee,Unlimited contract,1000+,Consulting / Agency,,C++; ,,,,,,
Software Engineer,20,No info,200.0,Self-employed (freelancer),,0-10,No info,0,C++; ,.NET; ,,,,,
Backend Developer,10,Senior,85.0,Full-time employee,Unlimited contract,101-1000,Startup,,Ruby; ,Ruby on rails; ,,,,,
Frontend Developer,5,Senior,68.25,Full-time employee,Unlimited contract,101-1000,Product,,TypeScript; ,,,,,,
Software Engineer,7,Middle,63.0,Full-time employee,Unlimited contract,51-100,Consulting / Agency,200,,.NET; ,,,,,
Frontend Developer,6,Middle,63.0,Full-time employee,,101-1000,Startup,0,JavaScript; ,,,,,,
Software Engineer,7,Middle,63.0,Full-time employee,Unlimited contract,101-1000,Product,0,Java; ,,,,,,
ML Engineer,5,Middle,65.0,Full-time employee,Unlimited contract,1000+,Product,500,Scala; ,,,,,,
Software Engineer,12,Senior,75.0,Full-time employee,Unlimited contract,1000+,Product,,,Angular; ,,,,,
Software Engineer,,Lead,100.0,Self-employed (freelancer),Temporary contract,0-10,Consulting / Agency,,,,,,,,
Software tester,10,Junior,60.0,Full-time employee,Unlimited contract,1000+,Product,0,Java; ,,,,,,
Project Manager,5,Middle,20.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
Project Manager,5,Middle,20.0,Full-time employee,Unlimited contract,1000+,Product,,Python; ,,,,,,
QA,7,Senior,76.0,Full-time employee,Unlimited contract,1000+,Product,0,Java; ,,,,,,
Mobile Developer,15,Senior,84.7,Full-time employee,Unlimited contract,101-1000,Product,1200,,,,,,Android; ,
Software Engineer,3,Middle,52.0,Full-time employee,Unlimited contract,011-050,Product,,,,,,,,
Data Analyst,16,Senior,95.0,Full-time employee,Unlimited contract,1000+,Product,1000,No info,No info; ,No info,No info,No info,No info,No info
Data Scientist,4,Middle,50.5,,Unlimited contract,1000+,Product,500,,,,,,,
SRE,10,,68.0,Full-time employee,Unlimited contract,101-1000,Product,,,,,,,,Kubernetes; 
Consultant,10,Lead,130.0,Full-time employee,Unlimited contract,1000+,Product,0,,,,,,,
QA,8,Senior,55.0,,,011-050,Product,0,Java; ,,,,,,
Software Engineer,10,Head,95.0,Full-time employee,Unlimited contract,011-050,Startup,,Scala; ,,,,,,
Frontend Developer,5,Middle,55.0,Full-time employee,Unlimited contract,101-1000,Product,,JavaScript; ,,,,,,
Head of IT,18,Head,90.0,Full-time employee,Unlimited contract,51-100,Product,,No info,No info; ,No info,No info,No info,No info,No info
Software Engineer,7,Senior,108.5,Full-time employee,Unlimited contract,011-050,Startup,,PHP; ,,,,,,
Backend Developer,9,Senior,70.0,Full-time employee,Unlimited contract,51-100,Product,,Java; ,,,,,,
Researcher,10,Senior,60.0,Full-time employee,Unlimited contract,1000+,Product,0,,,,,,,
IT Manager,15,Lead,110.0,Full-time employee,Unlimited contract,101-1000,E-Commerce,,PHP; ,,,,,,
Frontend Developer,7,Middle,38.35,Full-time employee,Unlimited contract,101-1000,Product,0,JavaScript; ,,,,,,
DevOps,2,Middle,65.0,Full-time employee,Unlimited contract,51-100,Startup,600,,,,yaml; ,,,
